ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
5173,16-25,female,majority,0-9y,high school,middle class,0.95915,1,before 2015,1,1,10007,10548,sedan,0,0,0,0
5174,16-25,male,majority,10-19y,university,upper class,0.460195,0,before 2015,1,1,10032,10955,sedan,0,0,2,0
5175,26-39,female,majority,10-19y,high school,middle class,0.312441,1,after 2015,0,1,10022,23839,sports car,1,0,0,0
5176,40-64,female,minority,20-29y,university,middle class,0.970907,1,after 2015,1,1,10238,5227,sports car,2,0,2,0
5177,65+,male,minority,30y+,high school,upper class,0.381768,1,after 2015,1,0,10068,16035,sedan,0,3,1,0
5178,16-25,male,minority,20-29y,university,middle class,0.009103,1,after 2015,0,0,10068,11196,sports car,0,0,0,0
5179,40-64,female,majority,0-9y,university,poverty,0.820109,0,after 2015,0,0,10015,12067,sports car,0,3,2,1
5180,65+,male,minority,30y+,university,upper class,0.169211,1,before 2015,1,1,10048,15551,sports car,0,0,1,0
5181,26-39,male,minority,20-29y,high school,upper class,0.717912,1,before 2015,1,1,10022,12903,sports car,3,1,1,1
5182,40-64,male,majority,0-9y,university,poverty,0.015122,1,after 2015,0,0,10238,7981,sedan,4,0,1,0
5183,16-25,female,minority,10-19y,high school,middle class,0.11099,1,after 2015,0,0,10065,9480,sedan,1,0,0,0
5184,65+,male,majority,20-29y,high school,middle class,0.483564,1,after 2015,1,1,10032,5652,sedan,3,0,0,0
5185,40-64,male,majority,20-29y,university,upper class,0.067898,1,after 2015,1,1,10065,12556,sedan,1,3,3,1
5186,65+,female,majority,20-29y,high school,working class,0.888631,1,before 2015,1,1,10015,22901,sedan,0,0,3,0
5187,40-64,male,minority,0-9y,high school,working class,0.749869,1,after 2015,0,0,10065,14822,sports car,1,1,2,0
5188,26-39,male,minority,30y+,university,middle class,0.328185,0,after 2015,0,0,10007,15948,sports car,0,2,0,0
5189,65+,male,majority,10-19y,none,middle class,0.59752,0,after 2015,1,1,10065,13890,sedan,5,0,2,1
5190,26-39,female,majority,20-29y,university,upper class,0.715527,0,before 2015,0,0,10081,22748,sedan,4,1,1,0
5191,26-39,female,minority,20-29y,university,upper class,0.755399,1,after 2015,1,1,10238,13593,sports car,0,0,2,0
5192,40-64,male,minority,10-19y,high school,poverty,0.395676,1,after 2015,1,1,10007,20081,sedan,3,0,2,0
5193,40-64,male,majority,0-9y,high school,working class,0.8988,1,before 2015,0,0,10081,20026,sedan,0,0,2,0
5194,65+,male,majority,0-9y,university,poverty,0.941785,1,after 2015,0,0,10065,14963,sedan,0,2,1,0
5195,26-39,male,minority,0-9y,university,working class,0.195715,0,after 2015,1,0,10007,18095,sports car,0,0,3,1
5196,40-64,male,majority,0-9y,high school,middle class,0.911239,1,before 2015,1,1,10238,13726,sedan,2,0,1,0
5197,40-64,female,majority,20-29y,high school,middle class,0.712681,1,after 2015,0,1,10068,19988,sports car,0,0,1,0
5198,16-25,female,majority,20-29y,high school,poverty,0.888138,0,after 2015,1,0,10015,22237,sedan,1,0,0,0
5199,26-39,male,minority,20-29y,university,working class,0.424754,1,before 2015,1,0,10009,22802,sports car,2,0,3,1
5200,26-39,female,minority,20-29y,university,working class,0.661198,1,after 2015,0,1,10048,6976,sedan,1,0,1,0
5201,26-39,female,majority,30y+,high school,middle class,0.23538,1,before 2015,1,1,10009,11674,sedan,1,0,0,0
5202,65+,female,majority,30y+,university,middle class,0.751102,0,before 2015,1,0,10238,10898,sedan,2,0,2,0
5203,40-64,male,majority,0-9y,university,working class,0.581734,1,after 2015,0,0,10007,21919,sedan,3,3,3,1
5204,40-64,male,majority,20-29y,none,poverty,0.480945,1,before 2015,0,0,10007,17822,sedan,5,0,3,1
5205,65+,male,majority,0-9y,university,middle class,0.692682,0,before 2015,0,0,10009,12993,sedan,4,1,0,1
5206,26-39,male,majority,0-9y,university,upper class,0.552345,1,after 2015,0,1,10068,12114,sports car,0,2,4,1
5207,40-64,female,majority,20-29y,university,working class,0.765355,1,before 2015,0,0,10007,5256,sports car,0,0,4,0
5208,26-39,female,majority,10-19y,high school,working class,0.858436,0,after 2015,0,1,10007,22734,sedan,3,0,2,0
5209,65+,male,minority,20-29y,high school,poverty,0.800606,1,after 2015,0,1,10068,20931,sedan,2,0,4,1
5210,26-39,male,majority,10-19y,university,working class,0.307507,0,before 2015,0,0,10081,14068,sports car,0,1,2,0
5211,65+,female,majority,0-9y,none,middle class,0.976119,1,before 2015,0,0,10032,5823,sedan,0,0,2,0
5212,26-39,female,majority,30y+,high school,working class,0.649741,1,before 2015,1,1,10048,22848,sports car,0,0,2,0
5213,26-39,female,majority,0-9y,high school,middle class,0.323466,1,after 2015,1,0,10048,10830,sedan,1,0,2,0
5214,40-64,male,majority,0-9y,university,upper class,0.042581,0,after 2015,0,1,10032,12171,sedan,5,0,0,0
5215,26-39,female,majority,10-19y,high school,middle class,0.988096,0,after 2015,1,0,10065,22836,sports car,0,0,0,0
5216,40-64,female,majority,30y+,university,middle class,0.599017,1,before 2015,0,0,10022,16330,sports car,0,1,2,0
5217,26-39,female,majority,10-19y,high school,working class,0.22754,0,after 2015,1,1,10022,14449,sports car,0,0,0,0
5218,40-64,male,minority,10-19y,university,working class,0.491124,1,after 2015,0,0,10068,13969,sedan,2,0,4,0
5219,26-39,male,majority,20-29y,high school,middle class,0.39754,1,after 2015,1,1,10081,15699,sedan,0,0,2,0
5220,16-25,male,majority,20-29y,high school,poverty,0.951365,1,after 2015,1,1,10068,7632,sedan,4,0,3,1
5221,26-39,female,minority,30y+,high school,poverty,0.492661,0,after 2015,1,1,10068,10328,sedan,1,0,3,0
5222,26-39,female,minority,10-19y,university,poverty,0.484668,1,before 2015,1,0,10009,5393,sedan,0,0,2,0
5223,26-39,female,majority,30y+,high school,working class,0.7946,0,after 2015,0,1,10081,23380,sedan,0,1,0,0
5224,26-39,female,minority,20-29y,university,middle class,0.390912,1,before 2015,0,0,10015,22887,sedan,1,0,0,0
5225,26-39,male,majority,10-19y,university,upper class,0.196518,0,before 2015,1,0,10009,17410,sedan,3,2,1,0
5226,16-25,male,minority,10-19y,none,upper class,0.768399,1,before 2015,1,0,10048,13063,sedan,1,0,0,0
5227,40-64,male,majority,30y+,university,middle class,0.910109,1,before 2015,1,0,10068,16744,sedan,1,1,1,0
5228,65+,male,minority,20-29y,high school,poverty,0.045726,0,before 2015,0,1,10022,13757,sedan,1,0,3,0
5229,26-39,female,minority,20-29y,university,working class,0.8599,1,before 2015,0,1,10068,22283,sedan,4,0,3,0
5230,40-64,female,majority,20-29y,none,poverty,0.437863,1,before 2015,1,1,10065,16502,sedan,3,0,2,0
5231,40-64,male,minority,20-29y,university,poverty,0.289133,1,after 2015,1,0,10065,20592,sedan,2,0,0,0
5232,26-39,female,majority,0-9y,university,middle class,0.03918,1,after 2015,1,0,10048,7832,sedan,3,0,2,0
5233,40-64,female,majority,10-19y,high school,upper class,0.205523,0,before 2015,1,0,10238,23526,sports car,1,1,0,0
5234,26-39,male,majority,20-29y,high school,middle class,0.33287,1,before 2015,1,1,10081,7280,sports car,1,0,0,0
5235,40-64,male,minority,0-9y,none,upper class,0.070684,0,before 2015,1,0,10015,20041,sedan,0,1,3,1
5236,16-25,male,majority,10-19y,university,middle class,0.18879,0,after 2015,1,0,10065,13638,sports car,1,1,0,0
5237,40-64,male,majority,20-29y,none,middle class,0.73684,1,before 2015,0,1,10022,18445,sedan,0,2,0,0
5238,40-64,female,majority,0-9y,high school,upper class,0.686861,0,after 2015,1,0,10048,22738,sports car,2,2,0,1
5239,16-25,male,majority,0-9y,high school,middle class,0.769839,1,before 2015,1,1,10048,14943,sedan,0,0,0,0
5240,26-39,male,majority,30y+,university,middle class,0.165258,1,after 2015,0,0,10032,23698,sports car,0,0,0,0
5241,65+,female,minority,20-29y,high school,working class,0.04303,1,after 2015,1,1,10032,9786,sedan,0,2,0,0
5242,26-39,female,minority,0-9y,none,poverty,0.46859,1,before 2015,0,0,10068,22707,sedan,1,1,0,0
5243,40-64,male,majority,30y+,university,upper class,0.342785,1,before 2015,0,1,10238,13313,sports car,1,0,0,0
5244,65+,female,majority,20-29y,university,working class,0.776733,1,after 2015,1,1,10081,14725,sedan,4,1,1,0
5245,40-64,male,majority,10-19y,university,middle class,0.538827,1,before 2015,1,1,10032,13615,sedan,1,0,2,0
5246,40-64,male,majority,10-19y,high school,middle class,0.93118,0,before 2015,1,1,10068,8584,sedan,3,0,1,0
5247,40-64,female,majority,0-9y,high school,middle class,0.061206,1,before 2015,0,1,10032,18734,sports car,1,0,5,1
5248,65+,male,majority,30y+,none,poverty,0.363676,0,after 2015,1,0,10022,15755,sedan,0,2,3,0
5249,26-39,female,majority,10-19y,high school,poverty,0.405241,0,after 2015,1,1,10032,21157,sedan,3,0,1,0
5250,26-39,male,majority,20-29y,high school,middle class,0.125889,1,before 2015,0,0,10009,23328,sedan,2,0,0,0
5251,26-39,male,minority,30y+,university,middle class,0.583016,0,before 2015,1,0,10015,10055,sedan,1,0,3,0
5252,65+,male,minority,0-9y,university,working class,0.040202,1,before 2015,1,0,10238,19427,sports car,4,0,4,1
5253,40-64,male,majority,0-9y,university,upper class,0.712725,1,after 2015,1,1,10065,10407,sports car,2,3,1,1
5254,16-25,female,minority,0-9y,none,middle class,0.037443,1,after 2015,1,0,10015,18997,sedan,0,0,2,0
5255,65+,female,majority,0-9y,university,middle class,0.873472,1,before 2015,0,1,10065,11567,sedan,0,0,1,0
5256,26-39,female,minority,20-29y,high school,middle class,0.065027,0,after 2015,0,0,10015,21480,sedan,1,0,0,0
5257,16-25,female,minority,20-29y,high school,working class,0.456349,0,before 2015,1,0,10081,21034,sedan,0,0,0,0
5258,40-64,male,minority,0-9y,high school,upper class,0.155385,0,after 2015,0,1,10065,9009,sports car,0,0,5,1
5259,26-39,female,majority,0-9y,none,upper class,0.133122,1,after 2015,0,1,10065,23491,sedan,0,1,0,0
5260,65+,female,majority,0-9y,none,middle class,0.721216,0,after 2015,1,1,10009,13688,sports car,4,1,4,1
5261,26-39,female,majority,30y+,high school,middle class,0.774251,1,after 2015,1,0,10238,14397,sedan,0,0,4,0
5262,40-64,female,majority,20-29y,high school,middle class,0.739199,0,before 2015,0,0,10007,10233,sedan,3,1,3,1
5263,40-64,female,majority,20-29y,high school,middle class,0.403992,0,before 2015,0,1,10081,11988,sedan,0,2,2,0
5264,16-25,male,majority,10-19y,high school,working class,0.990786,1,before 2015,0,1,10068,14565,sports car,0,3,1,1
5265,65+,female,minority,10-19y,university,middle class,0.339969,1,before 2015,0,0,10238,8220,sedan,2,0,1,0
5266,40-64,male,majority,0-9y,university,working class,0.24528,1,after 2015,1,1,10022,16560,sedan,1,0,1,0
5267,26-39,male,majority,30y+,university,working class,0.996505,1,before 2015,0,0,10009,16298,sports car,3,1,1,0
5268,26-39,female,majority,20-29y,university,working class,0.977277,1,after 2015,1,0,10068,15233,sedan,3,0,3,0
5269,65+,male,majority,20-29y,university,working class,0.591836,0,before 2015,0,0,10081,11059,sedan,2,1,0,0
5270,26-39,male,majority,20-29y,university,middle class,0.209039,0,before 2015,0,0,10068,6026,sedan,3,2,1,0
5271,26-39,male,majority,10-19y,university,working class,0.238499,1,after 2015,0,1,10238,21924,sedan,0,0,2,0
5272,16-25,female,majority,10-19y,university,middle class,0.520885,1,before 2015,0,1,10032,14068,sports car,0,1,0,0
5273,26-39,male,majority,0-9y,university,working class,0.776103,1,after 2015,1,0,10007,19179,sedan,1,1,2,0
5274,40-64,female,majority,10-19y,none,middle class,0.077454,0,after 2015,1,1,10238,6531,sedan,4,1,2,1
5275,26-39,male,majority,0-9y,university,middle class,0.68767,0,after 2015,0,0,10048,7965,sedan,2,0,1,0
5276,26-39,male,minority,0-9y,university,working class,0.103111,1,after 2015,0,1,10009,20428,sports car,1,2,3,1
5277,26-39,male,majority,20-29y,high school,middle class,0.844111,1,after 2015,1,0,10068,18441,sedan,0,2,1,0
5278,26-39,female,minority,30y+,high school,middle class,0.532118,1,after 2015,1,0,10081,19048,sedan,2,1,3,0
5279,65+,male,majority,30y+,high school,working class,0.989694,1,after 2015,0,1,10022,5495,sedan,0,0,4,0
5280,26-39,female,majority,0-9y,university,working class,0.752982,1,before 2015,0,1,10007,12636,sedan,1,0,0,0
5281,65+,female,majority,0-9y,university,poverty,0.497229,0,after 2015,0,1,10032,11269,sports car,2,1,2,1
5282,26-39,female,majority,20-29y,high school,middle class,0.141177,1,before 2015,0,0,10048,21002,sedan,0,1,4,0
5283,26-39,female,majority,30y+,high school,middle class,0.542396,1,after 2015,0,0,10015,12817,sedan,1,1,2,0
5284,65+,male,majority,30y+,university,middle class,0.114445,1,after 2015,0,0,10032,5144,sedan,5,2,0,1
5285,26-39,female,majority,30y+,university,working class,0.905162,1,after 2015,1,1,10015,13132,sedan,0,2,3,1
5286,40-64,female,majority,20-29y,high school,working class,0.230068,0,after 2015,1,1,10032,10678,sedan,2,1,1,0
5287,65+,female,minority,0-9y,university,working class,0.865367,0,before 2015,0,0,10065,20289,sedan,2,0,5,1
5288,16-25,female,minority,0-9y,high school,poverty,0.303903,1,after 2015,1,1,10068,18558,sedan,0,0,0,0
5289,16-25,female,majority,0-9y,high school,working class,0.221899,0,after 2015,0,1,10081,18972,sedan,0,0,0,0
5290,40-64,female,majority,20-29y,university,working class,0.304236,0,after 2015,0,0,10081,22119,sedan,2,0,4,1
5291,26-39,male,majority,0-9y,university,middle class,0.707554,0,before 2015,1,0,10065,24121,sedan,0,1,1,0
5292,26-39,female,majority,20-29y,high school,upper class,0.525216,1,after 2015,1,0,10015,24635,sedan,0,0,2,0
5293,16-25,female,minority,20-29y,none,poverty,0.107472,0,before 2015,0,1,10032,24631,sports car,1,0,0,0
5294,16-25,female,majority,0-9y,high school,upper class,0.137059,1,before 2015,1,0,10068,22487,sedan,1,0,2,0
5295,40-64,male,majority,30y+,university,middle class,0.37853,1,before 2015,1,0,10048,16820,sedan,0,0,0,0
5296,16-25,female,majority,10-19y,university,upper class,0.338544,1,after 2015,0,1,10032,9969,sedan,0,1,0,0
5297,26-39,female,minority,30y+,high school,working class,0.851735,1,after 2015,1,1,10007,5219,sedan,2,0,2,0
5298,40-64,male,majority,30y+,high school,upper class,0.572253,1,after 2015,0,1,10007,12047,sedan,3,0,2,0
5299,26-39,female,majority,0-9y,high school,upper class,0.186715,0,after 2015,1,1,10238,21481,sedan,5,0,3,1
5300,16-25,male,minority,10-19y,university,upper class,0.028343,1,before 2015,0,1,10081,19110,sedan,1,2,2,1
5301,40-64,female,majority,0-9y,high school,middle class,0.102363,0,after 2015,0,0,10007,7811,sports car,1,0,1,0
5302,16-25,male,majority,20-29y,high school,poverty,0.700412,0,after 2015,1,0,10032,5014,sedan,2,1,1,0
5303,40-64,male,minority,10-19y,university,working class,0.847097,0,after 2015,1,1,10032,10259,sedan,0,0,2,0
5304,65+,male,majority,30y+,high school,upper class,0.782538,0,after 2015,1,1,10238,20387,sports car,2,0,0,0
5305,26-39,female,minority,0-9y,high school,working class,0.789875,1,after 2015,0,1,10009,18310,sedan,0,0,1,0
5306,40-64,male,majority,20-29y,high school,working class,0.260961,0,before 2015,0,1,10065,18168,sedan,1,0,0,0
5307,26-39,female,majority,30y+,university,poverty,0.989086,0,after 2015,1,0,10032,18941,sports car,5,0,1,1
5308,26-39,female,minority,20-29y,university,middle class,0.086409,0,before 2015,1,0,10068,10429,sedan,0,0,0,0
5309,65+,female,majority,0-9y,high school,middle class,0.821095,1,before 2015,0,1,10238,16825,sedan,1,0,4,1
5310,65+,male,minority,20-29y,none,upper class,0.096817,1,before 2015,1,0,10065,24587,sedan,3,1,2,1
5311,26-39,female,minority,0-9y,high school,upper class,0.267531,0,after 2015,0,1,10007,10601,sports car,1,1,0,0
5312,40-64,female,majority,0-9y,none,middle class,0.495414,0,after 2015,1,1,10238,22316,sedan,3,1,3,1
5313,65+,male,minority,10-19y,none,middle class,0.053341,0,before 2015,0,1,10032,23120,sports car,0,1,2,1
5314,65+,male,minority,10-19y,high school,working class,0.394171,0,before 2015,0,1,10022,12952,sedan,2,0,1,0
5315,40-64,male,majority,20-29y,university,poverty,0.350114,1,before 2015,1,1,10032,6492,sedan,4,1,0,0
5316,26-39,female,majority,10-19y,university,upper class,0.647172,0,after 2015,0,0,10081,24861,sports car,1,0,2,1
5317,26-39,male,majority,20-29y,university,middle class,0.718013,1,before 2015,1,1,10022,6883,sedan,2,2,1,0
5318,65+,male,majority,0-9y,university,working class,0.090495,0,before 2015,1,0,10065,21553,sedan,1,3,0,1
5319,16-25,female,majority,0-9y,university,poverty,0.038068,0,before 2015,0,0,10015,11948,sports car,1,1,0,0
5320,40-64,female,majority,0-9y,university,middle class,0.775891,1,after 2015,1,1,10081,17190,sports car,2,0,2,1
5321,26-39,female,majority,0-9y,university,working class,0.527991,0,before 2015,1,1,10065,11014,sedan,0,0,0,0
5322,26-39,female,majority,10-19y,high school,working class,0.534637,1,after 2015,0,0,10007,12498,sedan,0,0,2,0
5323,26-39,male,majority,20-29y,none,upper class,0.980717,0,after 2015,1,1,10009,10670,sedan,0,0,5,0
5324,65+,female,majority,30y+,high school,working class,0.437742,1,before 2015,0,1,10022,9106,sedan,0,0,4,1
5325,16-25,male,majority,10-19y,university,middle class,0.196193,1,before 2015,0,0,10022,12242,sedan,3,0,5,1
5326,40-64,female,minority,0-9y,high school,middle class,0.680641,1,before 2015,0,0,10068,22309,sports car,0,0,2,0
5327,16-25,female,majority,0-9y,high school,upper class,0.815678,0,before 2015,0,0,10007,6632,sports car,1,0,0,0
5328,26-39,male,majority,30y+,university,upper class,0.502361,1,after 2015,0,1,10048,5223,sedan,0,0,5,0
5329,26-39,female,majority,20-29y,high school,upper class,0.691815,1,after 2015,1,1,10032,9720,sedan,1,0,3,0
5330,40-64,male,majority,20-29y,university,poverty,0.513931,1,after 2015,0,1,10007,21936,sedan,1,1,0,0
5331,26-39,male,majority,0-9y,high school,upper class,0.407352,0,after 2015,0,1,10015,23606,sedan,1,1,3,1
5332,26-39,female,minority,0-9y,university,poverty,0.034278,0,after 2015,1,1,10081,21257,sedan,1,2,1,1
5333,16-25,female,majority,0-9y,university,working class,0.173743,1,after 2015,0,0,10022,5756,sedan,0,2,2,1
5334,26-39,female,minority,30y+,university,poverty,0.479767,1,before 2015,0,1,10032,8908,sedan,5,1,0,0
5335,65+,female,majority,0-9y,high school,upper class,0.396529,1,after 2015,1,1,10068,11591,sedan,4,2,0,1
5336,65+,female,majority,20-29y,university,working class,0.842884,0,before 2015,1,0,10238,18670,sedan,0,2,2,0
5337,26-39,male,minority,10-19y,none,working class,0.108446,0,before 2015,0,1,10015,11546,sports car,2,0,0,0
5338,40-64,male,minority,10-19y,none,working class,0.050128,0,after 2015,1,1,10032,14889,sedan,2,0,0,0
5339,65+,male,majority,0-9y,high school,working class,0.087137,0,after 2015,1,1,10015,5815,sports car,0,0,0,0
5340,16-25,male,minority,20-29y,university,middle class,0.678093,0,after 2015,0,1,10048,5739,sedan,0,0,3,0
5341,40-64,female,majority,0-9y,high school,poverty,0.594473,1,after 2015,0,0,10015,19642,sedan,1,3,1,1
5342,65+,male,minority,30y+,high school,middle class,0.63222,0,before 2015,1,0,10065,7102,sedan,3,1,1,0
5343,16-25,male,majority,0-9y,high school,middle class,0.156921,0,before 2015,1,1,10007,10512,sports car,0,0,2,1
5344,26-39,male,minority,0-9y,high school,middle class,0.516353,1,after 2015,0,1,10081,5095,sedan,0,0,4,0
5345,65+,female,majority,10-19y,high school,upper class,0.76767,1,before 2015,0,0,10032,15977,sedan,3,1,2,1
5346,40-64,female,majority,30y+,none,working class,0.683876,1,after 2015,0,0,10238,15867,sedan,0,0,4,0
5347,16-25,male,minority,10-19y,university,poverty,0.438688,1,before 2015,1,0,10007,13926,sports car,0,0,0,0
5348,26-39,female,majority,10-19y,high school,middle class,0.103501,0,before 2015,1,1,10048,20737,sports car,0,2,3,1
5349,26-39,male,majority,0-9y,high school,upper class,0.87065,1,before 2015,0,0,10007,12676,sports car,4,0,2,1
5350,40-64,female,majority,0-9y,university,middle class,0.526204,0,before 2015,0,1,10048,9961,sedan,0,0,1,0
5351,40-64,male,minority,20-29y,high school,upper class,0.889661,0,after 2015,0,0,10238,11693,sedan,0,1,0,0
5352,65+,male,minority,0-9y,high school,middle class,0.4387,1,after 2015,0,1,10015,18815,sedan,0,0,0,0
5353,26-39,female,minority,20-29y,high school,working class,0.237013,1,before 2015,1,0,10068,23951,sports car,0,3,0,1
5354,40-64,female,minority,20-29y,university,middle class,0.307413,1,after 2015,1,0,10009,19095,sedan,0,0,1,0
5355,40-64,male,majority,30y+,university,working class,0.418149,0,before 2015,0,0,10068,24833,sedan,0,0,2,0
5356,26-39,female,majority,0-9y,high school,middle class,0.614223,0,after 2015,0,0,10081,17130,sports car,1,2,2,1
5357,26-39,female,majority,10-19y,none,poverty,0.768911,1,after 2015,0,1,10009,23944,sedan,0,0,0,0
5358,65+,female,majority,30y+,high school,working class,0.242641,0,after 2015,0,0,10032,7833,sports car,1,0,1,0
5359,65+,male,majority,20-29y,high school,upper class,0.187722,1,before 2015,1,0,10068,9760,sedan,1,0,0,0
5360,26-39,male,majority,0-9y,high school,poverty,0.202659,0,before 2015,1,1,10068,18214,sedan,3,2,2,1
5361,40-64,female,majority,10-19y,university,working class,0.9345,1,before 2015,1,0,10065,14780,sedan,1,0,2,0
5362,26-39,male,minority,30y+,high school,upper class,0.163949,1,after 2015,1,1,10022,12271,sports car,3,0,3,1
5363,40-64,male,majority,10-19y,university,middle class,0.345743,1,before 2015,1,1,10009,12100,sports car,2,1,5,1
5364,40-64,male,minority,30y+,high school,middle class,0.485868,0,before 2015,0,0,10048,11025,sports car,0,0,2,0
5365,40-64,female,minority,10-19y,university,upper class,0.556203,0,after 2015,1,0,10065,21219,sedan,0,0,2,0
5366,65+,male,minority,0-9y,none,middle class,0.858085,1,before 2015,1,1,10065,12096,sports car,3,0,0,0
5367,40-64,female,minority,0-9y,university,working class,0.112884,0,after 2015,1,1,10048,6539,sports car,0,1,5,1
5368,26-39,male,majority,0-9y,university,working class,0.108013,1,after 2015,1,0,10007,8023,sedan,0,1,1,0
5369,40-64,male,majority,0-9y,university,middle class,0.31641,0,after 2015,1,1,10007,14883,sedan,2,0,0,0
5370,26-39,male,minority,30y+,high school,upper class,0.413201,1,before 2015,0,0,10009,7552,sports car,1,2,1,0
5371,26-39,male,majority,20-29y,none,working class,0.373776,1,before 2015,1,1,10081,21650,sedan,3,3,1,1
5372,26-39,female,minority,20-29y,university,working class,0.391902,1,after 2015,0,0,10007,23296,sports car,0,0,1,0
5373,26-39,female,majority,20-29y,university,working class,0.851455,1,after 2015,1,0,10048,6322,sedan,0,0,2,0
5374,40-64,male,majority,10-19y,none,middle class,0.836668,0,before 2015,1,1,10015,22428,sedan,0,0,2,0
5375,26-39,male,majority,0-9y,high school,working class,0.805501,0,after 2015,0,0,10238,18728,sedan,5,0,0,0
5376,40-64,female,minority,30y+,high school,upper class,0.755281,1,after 2015,0,0,10048,11509,sedan,0,0,5,0
5377,40-64,female,minority,10-19y,university,upper class,0.040389,0,before 2015,0,1,10068,10047,sports car,0,0,1,0
5378,26-39,female,minority,10-19y,university,middle class,0.149388,0,before 2015,1,1,10048,13111,sports car,0,0,1,0
5379,40-64,female,minority,30y+,university,upper class,0.732193,0,after 2015,1,1,10048,16992,sedan,2,0,0,0
5380,26-39,male,majority,10-19y,high school,working class,0.594844,0,before 2015,0,1,10068,9811,sedan,0,0,2,0
5381,26-39,female,majority,30y+,none,upper class,0.673945,1,before 2015,1,0,10007,22604,sports car,0,1,5,1
5382,40-64,male,minority,30y+,university,middle class,0.716931,0,before 2015,0,1,10048,5555,sports car,1,0,2,0
5383,26-39,male,majority,0-9y,high school,working class,0.911365,1,before 2015,1,0,10009,6407,sedan,1,1,2,1
5384,16-25,female,majority,0-9y,none,working class,0.635143,0,before 2015,1,0,10007,14543,sedan,3,0,0,1
5385,40-64,female,majority,30y+,high school,middle class,0.275567,0,before 2015,0,1,10068,11855,sports car,0,0,3,0
5386,40-64,female,majority,10-19y,high school,middle class,0.083016,0,after 2015,1,1,10065,11228,sedan,2,0,4,0
5387,26-39,male,minority,0-9y,university,upper class,0.432085,1,before 2015,0,1,10081,14130,sedan,0,0,3,0
5388,65+,male,majority,10-19y,none,middle class,0.70985,0,before 2015,0,1,10015,16469,sedan,2,0,2,1
5389,40-64,male,minority,20-29y,high school,middle class,0.281901,0,after 2015,0,0,10007,7966,sedan,0,0,0,0
5390,65+,female,minority,20-29y,high school,working class,0.120079,0,after 2015,1,1,10007,21981,sedan,0,0,0,0
5391,16-25,male,majority,30y+,university,middle class,0.998742,1,before 2015,0,1,10009,11874,sports car,0,0,2,0
5392,40-64,female,majority,30y+,high school,middle class,0.418874,0,after 2015,0,1,10007,14844,sedan,0,1,0,0
5393,65+,male,majority,30y+,university,working class,0.216315,0,before 2015,0,1,10022,16334,sedan,0,0,0,0
5394,40-64,female,minority,0-9y,high school,upper class,0.164556,1,after 2015,0,1,10081,17963,sports car,0,1,3,1
5395,40-64,female,majority,20-29y,none,middle class,0.862782,0,before 2015,0,1,10065,7256,sedan,0,0,2,0
5396,26-39,male,majority,0-9y,high school,middle class,0.819604,0,before 2015,1,0,10009,21890,sedan,0,0,0,0
5397,16-25,male,minority,0-9y,university,middle class,0.613321,0,after 2015,1,1,10022,6284,sedan,3,2,0,1
5398,26-39,female,majority,30y+,high school,upper class,0.547186,0,after 2015,1,1,10022,9379,sedan,1,0,0,0
5399,26-39,female,minority,10-19y,university,poverty,0.951439,0,after 2015,0,0,10081,6968,sports car,1,0,2,0
5400,65+,female,minority,30y+,university,middle class,0.228268,0,after 2015,1,1,10007,20263,sports car,2,0,1,0
5401,26-39,female,majority,0-9y,none,poverty,0.415394,1,before 2015,1,1,10238,19268,sedan,0,0,0,0
5402,65+,male,majority,30y+,university,working class,0.024665,0,after 2015,0,1,10009,10978,sedan,3,0,1,0
5403,65+,female,majority,0-9y,high school,working class,0.41859,1,before 2015,0,0,10009,20640,sedan,0,0,0,0
5404,26-39,male,minority,0-9y,high school,middle class,0.384217,0,after 2015,1,0,10015,23181,sedan,1,0,1,0
5405,26-39,female,minority,10-19y,high school,upper class,0.949493,1,before 2015,0,1,10068,8690,sports car,2,0,0,0
5406,65+,male,majority,10-19y,university,middle class,0.358232,1,before 2015,1,0,10068,12349,sedan,1,0,1,0
5407,65+,female,majority,10-19y,high school,middle class,0.834789,1,after 2015,0,0,10007,15583,sedan,0,2,5,1
5408,26-39,male,minority,30y+,none,upper class,0.766594,1,after 2015,0,0,10009,11097,sedan,1,0,1,0
5409,26-39,male,majority,20-29y,none,middle class,0.147272,1,before 2015,1,0,10015,18294,sedan,3,1,0,0
5410,40-64,male,minority,10-19y,none,poverty,0.962717,1,before 2015,0,0,10007,21675,sedan,2,0,0,0
5411,40-64,female,majority,0-9y,university,working class,0.630966,0,before 2015,1,1,10015,19614,sedan,0,1,0,0
5412,26-39,female,majority,10-19y,high school,poverty,0.596551,0,after 2015,1,0,10032,23875,sedan,1,0,3,0
5413,40-64,female,minority,10-19y,university,poverty,0.011705,1,after 2015,0,0,10009,12755,sedan,5,0,0,0
5414,16-25,male,majority,20-29y,university,working class,0.699211,0,after 2015,0,1,10065,8646,sports car,1,0,2,0
5415,16-25,female,majority,10-19y,university,middle class,0.055629,1,before 2015,1,1,10022,22399,sedan,0,0,0,0
